x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499
57,15,495,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,81,2,99,37,17,49,57,1,15,495,30,1,19,6,29,28,7,22,18,123,6,98,784,136,515,417,709,7,43,9,81,2,99,37,17,1696,338,1,60,16,16,15,23,53,1,2,2,2,2,604,1,2,2,2,87,1,4496,1,4340,2982,16,1299,25,85,1,81,2,736,37,17,1643,151,1,106,226,1,15,495,80,1,180,9,152,26,236,26,118,1,360,1271,4968,42,924,1831,11,173,491,317,75,4490,343,25,60,42,23,1271,3111,17,343,2111,4266,4284,1294,2246,39,740,281,25,39,1947,12,86,1098,2769,418,11,1011,16,1299,25,42,75,343,1067,1,42,39,1433,32,304,19,1513,10,3865,1186,39,940,831,32,1027,64,1052,127,2984,20,8,1198,564,10,198,540,3016,42,9,39,2819,32,756,32,406,900,10,861,39,3451,42,32,269,31,884,3885,3424,3852,25,39,83,213,2561,56,8,362,42,32,269,8,5,3360,1931,1880,25,281,1947,2086,86,1320,418,103,16,3802,2758,2088,2281,3455,12,1011,16,1299,25,60,418,1294,159,1748,25,23,359,170,13,1900,126,1220,1383,99,11,268,1740,64,272,86,288,25,42,297,78,1573,3787,8,3317,2282,46,2209,25,1433,32,10,32,1052,127,10,39,23,583,434,8,728,2401,390,25,60,39,173,109,142,82,2271,19,63,1677,110,3,2946,6,493,677,4855,2850,7,3274,412,39,2847,1330,24,3,94,20,310,8,47,1614,19,38,110,2,252,116,3,94,20,56,1971,1614,10,48,480,4698,38,160,2,20,172,109,71,2850,4695,1831,644,3,100,76,61,3939,838,21,114,2888,46,4678,1040,83,3614,12,32,3047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,495,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,104,2,436,54,17,49,57,1,15,495,30,1,19,6,29,28,7,22,18,123,6,98,784,136,515,417,709,1788,7,43,9,104,2,436,54,17,49,338,1,60,16,16,15,23,53,1,2,2,2,2,604,1,2,2,2,2,87,1,4496,1,446,105,379,13,367,2336,34,85,1,101,2,403,54,17,1643,151,1,106,80,1,208,9,152,26,1087,26,118,1,257,226,1,15,495,446,48,20,948,34,94,20,239,157,167,148,2,20,239,157,1493,1368,8,968,1694,3,36,261,147,20,835,39,5,579,2,2,10,3208,2837,513,2096,148,968,5,2336,36,1723,8,968,845,3,128,2301,167,5,36,3250,58,44,2,5,550,1694,36,1548,39,742,36,1530,105,982,993,95,3,83,225,983,1727,8,668,2,40,3371,2,61,585,25,26,2025,20,2,36,82,58,301,2,117,89,4793,400,44,2096,534,968,199,2336,21,140,99,608,2,154,36,1365,534,36,653,537,44,13,546,3,36,1683,2,223,82,1308,8,968,3547,13,794,11,1694,25,797,148,850,20,2,44,82,5,323,1910,36,239,523,321,3,3,2246,516,774,2,51,36,424,1360,38,160,8,20,2,36,239,2256,19,2336,8,2336,2,10,36,56,78,2081,89,3208,46,58,77,3,740,2,36,480,2364,2,10,2570,11,44,25,36,82,154,1784,18,5,631,33,36,4965,5,10,363,4160,8,3936,44,39,58,13,835,5,238,8,235,195,156,968,1694,167,36,438,2,260,44,224,154,246,12,32,2,61,8,4051,32,2033,3,36,355,1640,20,89,502,33,982,993,95,1403,1296,3558,441,303,3,396,52,2389,25,94,20,48,18,1493,195,337,2,374,1023,114,1191,2,10,140,61,1126,5,631,20,286,4226,2,251,36,2996,5,141,498,33,3250,12,148,39,2812,95,25,83,225,983,2842,668,2,40,2,154,147,224,38,881,895,233,34,26,982,993,1544,10,134
57,15,2849,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,2849,6,29,28,7,22,91,6,124,7,18,123,43,12,9,104,2,436,54,17,49,30,1,19,492,6,7,22,18,2548,9,101,2,403,54,17,30,1,19,6,29,28,7,22,18,1219,9,104,2,436,54,17,2991,226,1,133,1,60,16,16,15,23,57,1,53,1,87,1,1563,1,83,206,3243,34,85,1,104,2,436,54,17,282,151,1,106,394,1,107,6,237,7,857,1,237,183,1,98,395,611,4498,732,1,237,80,1,1392,9,530,26,4,4,26,4,4,4,80,1,180,9,152,26,236,26,118,1,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,104,37,281,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,104,2,281,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,104,2,1741,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,104,2,281,37,17,49,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,101,2,121,37,17,49,30,1,19,6,29,72,28,7,22,18,98,890,6,7,9,104,2,281,37,17,4248,57,1,3814,53,1,67,15,2012,87,1,212,235,467,3270,3194,18,39,4900,13,25,85,1,1741,37,17,4248,151,1,106,133,1,1129,1,2344,37,17,6,925,7,915,29,28,80,1,180,118,1,483,100,3710,20,12,140,13,1525,11,32,126,3,27,20,8,1470,13,3168,11,2341,488,184,379,1174,8,235,4937,2,501,4486,2,10,1715,381,2888,125,306,3,178,2130,12,32,8,3097,2,223,59,47,10,3847,3,756,2513,1296,1576,526,353,2519,1296,2561,229,303,3,83,59,47,862,8,4587,11,5,3168,58,114,126,3,212,220,116,14,1,119,20,187,167,8,3097,21,32,301,3757,10,2102,13,1739,8,1669,108,11,228,102,512,1438,379,3847,21,620,25,6,83,76,61,56,8,1470,5,3168,8,3097,21,38,3757,3,7,75,27,13,2611,315,1400,270,18,5,3563,3262,3,168,8,440,270,2633,2,3814,58,15,18,114,635,3,53,314,19,38,110,2,702,772,8,38,109,18,562,40,2649,26,8,47,368,19,306,8,3097,3,1040,20,496,12,32,2,1425,8,3757,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,347,15,104,37,422,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,104,2,422,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,104,2,422,37,17,49,6,84,7,30,1,19,6,29,28,6,172,47,920,7,7,22,91,6,124,7,18,123,43,12,9,104,2,422,37,17,49,30,1,6,565,563,22,1006,7,9,305,37,17,282,85,1,305,37,17,282,133,1,60,15,23,226,1,347,15,1,57,1,40,26,53,1,40,67,15,2012,26,87,1,1,1944,2637,2,2363,222,723,708,151,1,106,80,1,180,9,75,109,27,379,344,8,67,15,2012,3,53,314,165,405,14,1,3,94,20,523,56,13,846,46,1564,32,109,2552,35,71,1130,2,46,1126,21,3504,18,200,2,165,76,78,8,109,389,15,10,13,2712,59,115,21,3504,18,20,1210,3,2774,816,2,222,723,2,222,723,1,41,373,813,186,3,764,4942,2,41,373,813,186,27,948,3,2172,34,3,317,1390,2,373,10,432,2,1501,44,35,5,12,5,859,318,354,2,373,813,482,56,157,383,2,432,3375,10,392,35,125,3,1030,2,38,2975,90,21,63,1,813,1557,48,156,8,490,12,813,3,4774,2,371,979,354,11,168,2,156,48,2797,8,1218,33,373,2,51,21,5,642,413,2,20,115,181,20,490,12,10,149,48,1501,74,125,663,1732,3,455,3367,2437,16,330,35,1193,373,813,385,307,2,13,1303,1610,194,477,2955,2,1292,8,626,1867,2,10,33,1885,27,1396,8,1610,38,307,3,4647,58,242,1191,2352,1,222,723,675,512,90,157,3124,162,1193,813,298,194,5,385,307,2,10,581,13,408,1303,1610,21,162,706,3348,12,5,610,1082,3,3828,194,16,107,330,21,2552,385,1082,2,63,1610,11,1368,401,1303,194,5,1082,3,59,1357,194,13,330,1596,2179,22,5,454,11,38,307,3,95,2341,285,245,90,66,175,2179,2,21,16,330,21,5,385,1082,3,41,1085,816,700,626,1120,194,102,1596,725,385,1082,2,162,2140,2663,8,3,90,1417,92,2179,21,643,516,628,44,3007,162,2880,267,21,1158,3,178,2613,11,38,93,225,3071,5,2177,2054,11,71,3726,1944,2637,35
57,722,15,217,113,37,283,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,113,2,283,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,113,2,283,37,17,49,6,84,7,30,1,19,274,6,676,15,274,29,1410,28,7,22,91,6,124,7,18,55,43,12,9,113,2,283,37,17,49,30,1,19,1623,6,676,15,45,29,72,28,7,22,274,6,218,7,18,55,43,9,113,2,283,37,17,49,30,1,19,6,29,28,6,172,47,920,7,7,22,274,6,218,7,18,123,43,12,9,113,2,283,37,17,49,57,1,15,1803,1,274,1,1888,29,28,6,172,47,920,7,1774,8,47,30,1,19,492,6,886,7,6,7,22,18,1219,9,283,37,17,4934,226,1,133,1,60,16,16,15,23,53,1,85,1,113,2,283,37,17,151,1,106,80,1,208,9,152,26,236,26,394,1,107,6,237,7,857,1,237,183,1,98,395,611,732,1,237,87,1,29,2030,28,1165,8,1223,4171,18,195,156,373,3,382,1,722,15,217,782,1,722,15,217,995,1,1343,519,1,459,1019,1,656,202,560,95,376,1048,1,741,15,217,118,1,483,272,32,1901,1285,58,14,1,3222,704,642,156,19,601,5,413,12,642,145,46,140,12,1386,3,1224,108,11,5,4171,373,3,100,239,194,331,330,2684,25,5,323,4171,210,265,266,4360,413,1671,2309,2,1122,2229,2,10,1180,245,3,100,239,574,13,431,3117,11,4171,1286,12,20,8,1223,357,51,1,2,4371,4371,250,1142,4713,250,1142,4713,121,1142,4713,1387,92,266,10,509,2521,18,102,64,646,1095,68,746,71,168,210,184,58,14,1,3949,3169,1,16,401,3313,25,39,396,52,3430,25,404,1951,39,16,3460,404,3,2638,39,16,3061,18,16,1120,991,3,39,3,310,61,8,363,114,452,155,19,200,165,220,14,1,6,7,4,656,202,560,95,376,1,741,15,217,14,1,2013,12,6,919,7,285,127,3,412,1370,1,1388,15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,81,2,99,37,17,49,57,1,15,30,1,19,6,29,28,7,22,18,98,890,6,3103,7,9,201,2,86,37,17,779,338,1,60,16,16,15,23,53,1,87,1,272,5,145,20,238,453,1871,969,48,383,3,85,1,196,2,733,54,17,1643,151,1,106,226,1,15,4197,1,1535,37,17,6,925,7,915,29,28,80,1,180,9,152,26,236,26,118,1,360,1841,381,150,20,1536,1841,381,150,20,1536,68,693,8,20,68,20,68,693,20,68,359,177,11,466,27,42,1371,693,94,693,1691,1165,8,297,460,317,83,68,100,5,35,68,387,2,83,225,178,510,1641,42,268,3664,1304,10,693,1067,1013,8,170,173,460,68,60,42,3442,23,583,434,441,216,3630,100,56,1170,42,11,1404,464,2,531,1,4470,4088,467,2279,2664,1641,467,4996,83,65,612,2851,963,2224,60,42,23,194,5,849,11,32,1404,18,140,13,11,86,52,21,32,42,911,25,583,434,441,216,3630,83,59,47,4965,18,63,426,469,243,766,19,5,126,20,74,5,377,25,212,261,33,93,61,206,8,198,20,127,2153,71,579,442,119,20,76,310,8,197,44,3,94,20,187,163,1037,167,200,8,440,20,46,2537,835,33,20,56,363,38,109,21,721,2,20,172,220,116,8,314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,818,15,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,104,2,436,54,17,49,30,1,19,6,15,29,28,7,22,158,6,218,7,18,123,43,12,9,104,2,436,54,17,49,133,1,60,15,158,23,57,1,40,1363,26,53,1,87,1,2176,31,269,1233,151,1,106,80,1,208,9,152,26,236,26,85,1,196,2,403,1200,17,269,10,598,74,1648,3,1648,3,92,19,32,313,10,2756,3016,1881,21,5,2176,3,10,22,4457,59,2161,10,2272,114,333,170,66,127,220,35,5,291,300,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,113,54,409,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,113,2,409,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,113,2,409,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,9,113,2,409,54,17,49,85,1,113,2,409,54,17,49,57,1,15,226,1,338,1,60,16,16,15,23,53,1,15,475,87,1,3558,1154,2741,3,2519,1768,3200,1,106,80,1,208,9,152,26,236,26,394,1,107,6,237,7,1375,1,237,183,1,4473,926,4240,732,1,237,118,1,483,940,1558,3,100,48,13,500,307,646,2697,892,169,2,33,27,1706,58,13,4037,911,3,100,48,393,12,1786,146,206,8,233,19,313,3,75,27,63,796,8,150,63,1926,707,3,203,1073,27,532,3,100,59,4841,20,3,506,119,20,48,393,8,47,3436,19,313,18,13,1607,33,90,3285,1272,2,251,221,1,14,1,100,48,393,12,10,2440,2495,156,3,94,33,27,20,175,220,35,5,291,10,615,74,5,377,2,10,108,11,71,4322,59,440,20,3,53,47,368,19,71,291,558,221,8,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,4221,81,37,199,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,81,2,199,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,199,37,17,49,6,84,7,30,1,19,6,29,28,7,22,91,6,124,7,18,123,43,12,9,81,2,199,37,17,49,30,1,6,565,563,22,1006,7,9,199,37,17,282,133,1,60,15,4221,23,80,1,208,9,152,26,26,1661,1,2127,118,1,257,151,1,106,183,1,6,7,30,1,19,29,28,22,18,14,12,15,4221,9,81,2,199,37,17,258,57,1,40,26,53,1,15,4221,85,1,81,2,199,37,17,258,87,1,229,1154,303,3,1,1,1154,1,1,6,7,3,2,3,2,1473,229,303,308,1698,308,4418,2254,2068,303,3,36,345,1832,353,1154,216,1973,526,1698,4434,441,3,229,416,1523,36,3125,358,229,526,303,441,486,353,2254,3,36,602,2,216,1258,308,64,3,1698,4558,103,526,2,216,308,4558,229,1376,2254,882,1693,308,882,882,103,2254,3,1698,882,216,2433,2,1698,1473,3427,2957,1698,669,390,3,216,308,1698,882,477,526,103,434,526,3,1473,882,353,1473,1440,3711,103,308,468,16,6,4995,2,4712,7,3392,526,103,526,103,434,526,2,1440,1698,1832,2319,1258,441,216,3356,308,526,308,216,3,229,1473,1440,416,4558,308,486,1440,4558,1376,2254,3,1440,36,441,103,526,103,308,1698,4806,36,1296,486,1300,353,4635,416,441,3,1792,2,36,602,441,345,526,216,1,103,4806,486,1300,1576,229,3,2319,216,308,486,36,602,103,308,262,3,1537,441,1473,229,2000,229,345,216,1300,3711,3,2,36,602,229,2183,303,349,52,308,216,2319,441,345,216,308,486,229,345,3,2,303,345,1473,2319,36,1440,486,1576,3985,6,250,7,303,345,229,1473,3,36,1296,303,1473,882,365,1473,345,1061,3,229,1154,303,3,353,3,1,365,3,4,12,32,293,159,352,58,14,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,818,15,81,54,171,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,171,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,171,54,17,49,6,84,7,30,1,19,3490,6,29,28,7,22,91,6,124,7,18,123,43,12,9,104,2,199,54,17,49,133,1,60,15,91,23,30,1,6,565,563,19,501,7,9,199,54,17,282,30,1,19,492,6,886,1214,7,6,7,22,3490,18,123,9,199,54,17,282,57,1,40,1479,1549,26,87,1,4711,53,1,67,15,2012,382,1,1479,1549,226,1,818,15,85,1,104,2,199,54,17,724,394,1,107,4865,1,764,2269,415,4873,94,20,48,92,11,379,432,95,22,5,3486,411,328,126,20,505,32,3044,2,251,20,263,405,71,843,2,316,20,65,184,505,191,11,4110,2,46,1402,11,4820,3044,19,51,476,51,6,2336,7,2,11,1125,22,581,2671,273,19,71,1068,21,1734,3,661,490,66,34,34,34,901,71,843,58,14,1,34,697,2749,1479,1549,3897,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
